ts_datetime,ts_frc,ts_wattemp,ts_cond,hh_datetime,hh_frc
2021-05-31T08:22:00,0.86,22.4,489,2021-05-31T14:38:00,0.27
2021-05-31T08:44:00,0.36,23.2,432,2021-06-01T07:25:00,0.09
2021-05-31T09:03:00,0.4,24,421,2021-06-01T07:44:00,0.11
2021-05-31T09:14:00,0.7,24.5,419,2021-06-01T07:58:00,0.2
2021-05-31T09:40:00,0.68,24.07,421,2021-06-01T08:30:00,0.22
2021-05-31T10:03:00,0.37,24.6,420,2021-06-01T08:54:00,0.05
2021-06-01T06:45:00,0.12,19.5,250,2021-06-01T13:15:00,0.03
2021-06-01T06:58:00,0.26,21.5,521,2021-06-01T13:22:00,0.16
2021-06-01T06:59:00,0.54,22.2,528,2021-06-01T13:25:00,0.39
2021-06-01T07:05:00,0.74,21.9,478,2021-06-01T13:59:00,0.51
2021-06-01T07:07:00,0.59,20.2,247,2021-06-01T13:42:00,0.28
2021-06-01T07:09:00,0.45,23.3,518,2021-06-01T14:02:00,0.18
2021-06-01T07:19:00,0.39,21.8,446,2021-06-01T14:11:00,0.12
2021-06-01T07:23:00,0.72,23.1,518,2021-06-01T14:22:00,0.28
2021-06-01T07:24:00,0.33,20.4,390,2021-06-01T14:03:00,0.15
2021-06-01T07:35:00,0.76,23.6,521,2021-06-01T14:36:00,0.32
2021-06-01T07:36:00,0.79,20.5,513,2021-06-01T14:28:00,0.12
2021-06-01T07:42:00,0.39,22.6,375,2021-06-01T14:07:00,0.28
2021-06-01T07:45:00,0.66,22.9,516,2021-06-01T14:52:00,0.25
2021-06-01T08:05:00,0.46,22.9,394,2021-06-01T14:33:00,0.28
2021-06-01T13:52:00,0.38,25.3,218,2021-06-02T07:04:00,0.08
2021-06-01T14:09:00,0.55,27.4,418,2021-06-02T07:20:00,0.39
2021-06-01T14:22:00,0.44,26.2,424,2021-06-02T07:27:00,0.31
2021-06-01T14:34:00,0.45,26.5,421,2021-06-02T07:38:00,0.15
2021-06-01T14:44:00,0.41,25.8,420,2021-06-02T07:43:00,0.27
2021-06-01T14:57:00,0.42,26.3,433,2021-06-02T07:54:00,0.12
2021-06-02T06:35:00,0.77,22.8,547,2021-06-02T14:28:00,0.18
2021-06-02T06:44:00,0.44,21.5,286,2021-06-02T13:27:00,0.21
2021-06-02T06:59:00,0.53,23.2,513,2021-06-02T13:43:00,0.28
2021-06-02T07:12:00,0.57,22.6,240,2021-06-02T14:08:00,0.27
2021-06-02T07:21:00,0.42,22.9,494,2021-06-02T13:57:00,0.34
2021-06-02T07:28:00,0.89,22.6,514,2021-06-02T14:30:00,0.31
2021-06-02T07:31:00,0.42,19.1,492,2021-06-02T14:01:00,0.24
2021-06-02T07:42:00,0.27,22.9,500,2021-06-02T14:46:00,0.12
2021-06-02T07:46:00,0.71,22.9,516,2021-06-02T14:48:00,0.03
2021-06-02T07:56:00,0.62,23.6,515,2021-06-02T15:04:00,0.02
2021-06-02T07:59:00,0.42,22.6,487,2021-06-02T14:13:00,0.37
2021-06-02T08:14:00,0.85,22.2,416,2021-06-02T15:21:00,0.02
2021-06-02T08:15:00,0.34,23.6,497,2021-06-02T14:53:00,0.13
2021-06-03T06:50:00,0.72,22.6,519,2021-06-03T14:45:00,0.22
2021-06-03T07:28:00,0.69,23.6,512,2021-06-03T15:08:00,0.15
2021-06-03T07:49:00,0.54,22.1,512,2021-06-03T14:59:00,0.57
2021-06-03T08:02:00,0.74,22.6,518,2021-06-03T15:16:00,0.009
2021-06-03T08:12:00,0.34,22.7,402,2021-06-03T15:04:00,0.35
2021-06-04T07:06:00,0.6,22.3,557,2021-06-04T13:23:00,0.26
2021-06-04T07:18:00,0.61,23.8,520,2021-06-04T13:43:00,0.22
2021-06-04T07:35:00,0.58,23.3,530,2021-06-04T14:03:00,0.2
2021-06-04T07:46:00,0.68,23.5,525,2021-06-04T14:41:00,0.32
